Brand,Model,Fuel_Type,Horsepower,CO2_g_km,MSRP_USD,Country,Month,Sales_Volume
Ford,Model A,Diesel,206,195,86158,USA,2020-03-31,1889
Mercedes,Model C,Diesel,470,243,92313,Spain,2020-03-31,488
Toyota,Model C,Petrol,255,50,54026,Italy,2020-03-31,1559
Honda,Model A,Electric,151,69,100985,Japan,2020-03-31,248
Volkswagen,Model A,Electric,431,245,44596,Spain,2020-03-31,1266
Ford,Model A,Petrol,438,62,44044,Italy,2020-03-31,1298
BMW,Model A,Electric,415,153,35924,Canada,2020-03-31,1563
Nissan,Model A,Hybrid,413,147,105377,USA,2020-03-31,1772
Toyota,Model D,Diesel,279,104,105708,Canada,2020-03-31,1241
Ford,Model A,Hybrid,442,75,82778,Germany,2020-03-31,1188
Ford,Model A,Electric,397,51,96928,Italy,2020-03-31,1946
Audi,Model E,Hybrid,130,51,96774,Canada,2020-03-31,1216
Mercedes,Model A,Petrol,414,130,36675,China,2020-03-31,1456
Ford,Model E,Petrol,169,85,71349,Italy,2020-03-31,8
BMW,Model E,Hybrid,175,94,72030,Spain,2020-03-31,730
Hyundai,Model A,Petrol,340,224,93568,USA,2020-03-31,1034
Ford,Model D,Hybrid,493,73,76235,UK,2020-03-31,445
Nissan,Model D,Hybrid,258,234,116697,France,2020-03-31,1970
Kia,Model E,Hybrid,410,143,72603,Canada,2020-03-31,1606
Honda,Model C,Hybrid,431,209,108817,Italy,2020-03-31,1743
Mercedes,Model A,Electric,425,63,25239,UK,2020-03-31,1397
BMW,Model A,Petrol,223,211,117289,Japan,2020-03-31,1626
Mercedes,Model A,Diesel,446,103,19186,Germany,2020-03-31,351
Ford,Model C,Diesel,334,188,96135,Japan,2020-03-31,919
Volkswagen,Model D,Hybrid,453,215,89373,USA,2020-03-31,356
Toyota,Model A,Petrol,264,192,51998,China,2020-03-31,44
Kia,Model B,Electric,142,171,79637,UK,2020-03-31,796
Nissan,Model B,Diesel,97,77,56481,China,2020-03-31,1794
Kia,Model C,Electric,76,74,49164,Canada,2020-03-31,455
BMW,Model B,Electric,401,86,52485,Spain,2020-03-31,1244
Honda,Model A,Diesel,441,121,85171,UK,2020-03-31,1434
BMW,Model E,Petrol,210,134,68676,Spain,2020-03-31,1668
Nissan,Model B,Petrol,286,173,115443,USA,2020-03-31,1043
Volkswagen,Model D,Hybrid,225,162,104398,Canada,2020-03-31,1394
Nissan,Model D,Electric,496,58,73892,France,2020-03-31,1791
Mercedes,Model C,Electric,433,84,37582,UK,2020-03-31,1385
Mercedes,Model C,Petrol,110,72,104968,USA,2020-03-31,563
Volkswagen,Model A,Diesel,324,104,97473,Brazil,2020-03-31,828
Ford,Model B,Hybrid,308,117,72029,Germany,2020-03-31,714
Audi,Model A,Electric,105,232,64027,France,2020-03-31,1198
Hyundai,Model E,Diesel,308,74,53315,USA,2020-03-31,966
Volkswagen,Model A,Petrol,298,238,16617,France,2020-03-31,1373
Nissan,Model A,Hybrid,319,175,93225,Germany,2020-03-31,391
Hyundai,Model E,Hybrid,470,139,47077,Germany,2020-03-31,52
Ford,Model C,Electric,222,122,85074,Italy,2020-03-31,689
Hyundai,Model A,Petrol,223,237,45511,Spain,2020-03-31,1160
Toyota,Model B,Electric,391,64,29378,France,2020-03-31,725
Honda,Model B,Electric,408,118,107276,UK,2020-03-31,1536
BMW,Model A,Diesel,104,112,85888,UK,2020-03-31,1106
Hyundai,Model E,Hybrid,77,86,74475,Spain,2020-03-31,1790
Nissan,Model A,Hybrid,243,77,106824,Germany,2020-03-31,1188
Mercedes,Model C,Petrol,187,127,90015,France,2020-03-31,245
Kia,Model B,Hybrid,283,79,24354,France,2020-03-31,1972
Hyundai,Model B,Diesel,194,51,116003,Italy,2020-03-31,1021
Mercedes,Model E,Hybrid,89,152,73298,UK,2020-03-31,922
Ford,Model B,Diesel,374,223,111046,Japan,2020-03-31,1023
Ford,Model A,Petrol,482,201,68031,USA,2020-03-31,1105
Audi,Model D,Petrol,142,230,115144,Canada,2020-03-31,157
Volkswagen,Model A,Diesel,189,188,54467,Italy,2020-03-31,1854
BMW,Model D,Hybrid,172,57,76763,Spain,2020-03-31,240
Ford,Model D,Hybrid,143,168,116500,Italy,2020-03-31,879
BMW,Model D,Petrol,336,128,72392,Canada,2020-03-31,108
Ford,Model A,Electric,111,108,25643,Germany,2020-03-31,1314
Volkswagen,Model C,Hybrid,443,78,17893,Japan,2020-03-31,1225
Audi,Model B,Diesel,315,128,73111,USA,2020-03-31,1933
Hyundai,Model A,Electric,241,245,22701,Canada,2020-03-31,312
BMW,Model D,Hybrid,446,105,35724,Brazil,2020-03-31,1713
Ford,Model A,Diesel,167,154,104787,Japan,2020-03-31,1822
Ford,Model E,Petrol,423,192,109147,UK,2020-03-31,878
Ford,Model E,Petrol,206,169,73712,Japan,2020-03-31,1336
Nissan,Model A,Diesel,477,64,79718,Japan,2020-03-31,290
Ford,Model D,Electric,85,92,116543,Japan,2020-03-31,315
Ford,Model B,Electric,255,239,30140,UK,2020-03-31,968
Kia,Model B,Diesel,368,210,32544,Italy,2020-03-31,1206
BMW,Model E,Hybrid,176,177,36003,Italy,2020-03-31,146
Hyundai,Model D,Diesel,301,56,30977,USA,2020-03-31,1661
Ford,Model A,Petrol,481,240,23713,Japan,2020-03-31,140
Kia,Model E,Electric,393,145,55223,China,2020-03-31,1178
Ford,Model B,Diesel,382,128,39088,Brazil,2020-03-31,1075
Mercedes,Model A,Hybrid,241,188,88151,USA,2020-03-31,1593
Toyota,Model B,Petrol,291,240,108643,Italy,2020-03-31,1004
Mercedes,Model D,Diesel,119,158,49735,Germany,2020-03-31,1444
Audi,Model E,Hybrid,234,220,47514,UK,2020-03-31,424
Hyundai,Model C,Electric,100,150,105297,China,2020-03-31,807
Honda,Model D,Petrol,188,243,25570,UK,2020-03-31,573
Honda,Model E,Hybrid,241,64,16611,China,2020-03-31,1413
Nissan,Model C,Diesel,171,191,61191,Spain,2020-03-31,1723
Volkswagen,Model D,Diesel,87,81,25925,Italy,2020-03-31,441
Toyota,Model D,Petrol,119,72,94593,Canada,2020-03-31,1182
Honda,Model A,Diesel,224,71,110628,China,2020-03-31,1127
Honda,Model B,Petrol,119,129,42816,France,2020-03-31,4
Volkswagen,Model A,Hybrid,79,105,17123,Italy,2020-03-31,1144
Hyundai,Model A,Electric,307,90,116911,Brazil,2020-03-31,1202
Audi,Model E,Diesel,222,99,27067,Spain,2020-03-31,955
Nissan,Model B,Petrol,379,200,100309,Germany,2020-03-31,1688
Hyundai,Model C,Hybrid,496,186,92899,Italy,2020-03-31,1759
Ford,Model E,Electric,484,54,69000,France,2020-03-31,1777
Ford,Model D,Diesel,428,84,53131,USA,2020-03-31,1902
Toyota,Model A,Diesel,235,225,115262,China,2020-03-31,1711
Kia,Model B,Hybrid,409,181,36827,Japan,2020-03-31,1361
Toyota,Model B,Diesel,89,230,85695,Italy,2020-03-31,1075
Honda,Model E,Hybrid,90,212,43108,Spain,2020-03-31,6
Hyundai,Model E,Diesel,416,127,116061,China,2020-03-31,1325
Toyota,Model A,Electric,99,129,65445,Germany,2020-03-31,1375
BMW,Model B,Diesel,132,109,117988,Italy,2020-03-31,1778
Nissan,Model D,Petrol,286,151,94025,France,2020-03-31,476
Kia,Model E,Hybrid,140,204,115096,USA,2020-03-31,303
Kia,Model D,Petrol,224,187,57515,Brazil,2020-03-31,645
Ford,Model B,Electric,189,114,45631,Germany,2020-03-31,1496
Mercedes,Model A,Diesel,152,172,23336,UK,2020-03-31,386
BMW,Model B,Diesel,432,182,115758,China,2020-03-31,694
Kia,Model A,Petrol,325,76,54567,USA,2020-03-31,1132
Hyundai,Model A,Electric,70,200,39240,China,2020-03-31,1021
Hyundai,Model E,Diesel,272,244,34690,UK,2020-03-31,1611
Volkswagen,Model C,Electric,140,123,100810,Italy,2020-03-31,1308
Volkswagen,Model D,Hybrid,146,144,68361,USA,2020-03-31,1219
Hyundai,Model E,Diesel,226,247,119674,Japan,2020-03-31,1369
Toyota,Model A,Electric,138,198,27917,Japan,2020-03-31,24
Hyundai,Model C,Diesel,81,212,39649,Brazil,2020-03-31,727
BMW,Model A,Petrol,498,106,24875,China,2020-03-31,611
Ford,Model B,Petrol,384,144,86071,USA,2020-03-31,1114
Mercedes,Model B,Hybrid,330,225,73738,Brazil,2020-03-31,986
Honda,Model E,Petrol,99,123,27840,USA,2020-03-31,1569
Kia,Model E,Petrol,109,75,45937,USA,2020-03-31,1322
Nissan,Model A,Electric,271,196,63275,UK,2020-03-31,253
Mercedes,Model E,Electric,184,217,76947,Canada,2020-03-31,1448
Ford,Model E,Electric,341,141,92620,UK,2020-03-31,671
Volkswagen,Model B,Petrol,394,232,74023,USA,2020-03-31,899
Hyundai,Model B,Petrol,120,153,75621,Spain,2020-03-31,648
Toyota,Model C,Hybrid,422,164,109626,Brazil,2020-03-31,195
Volkswagen,Model E,Hybrid,290,145,91335,Canada,2020-03-31,1123
Ford,Model B,Petrol,451,150,81352,UK,2020-03-31,447
Nissan,Model B,Petrol,483,221,81684,Canada,2020-03-31,1287
Honda,Model B,Petrol,130,195,36335,China,2020-03-31,1486
Nissan,Model C,Petrol,428,114,113915,Brazil,2020-03-31,1478
Toyota,Model E,Diesel,72,65,48316,China,2020-03-31,1214
BMW,Model D,Hybrid,220,225,27061,Brazil,2020-03-31,1418
Volkswagen,Model B,Hybrid,326,212,75976,UK,2020-03-31,845
Audi,Model A,Hybrid,409,128,76649,Brazil,2020-03-31,1216
Hyundai,Model A,Hybrid,484,100,89790,Brazil,2020-03-31,263
Ford,Model D,Hybrid,224,219,94149,USA,2020-03-31,1729
Nissan,Model B,Diesel,224,186,70380,Spain,2020-03-31,1104
BMW,Model D,Hybrid,196,203,48151,Canada,2020-03-31,1260
Mercedes,Model E,Hybrid,135,58,114163,Brazil,2020-03-31,82
Kia,Model A,Electric,371,142,68325,Brazil,2020-03-31,1626
Ford,Model B,Electric,440,188,27941,China,2020-03-31,1735
Kia,Model E,Electric,193,197,60162,Brazil,2020-03-31,1474
Toyota,Model E,Diesel,243,239,69416,UK,2020-03-31,464
Kia,Model E,Electric,84,248,72603,Italy,2020-03-31,1561
Volkswagen,Model D,Electric,476,124,82655,Japan,2020-03-31,1379
Kia,Model E,Electric,285,200,111056,UK,2020-03-31,14
Audi,Model C,Petrol,140,143,92229,Spain,2020-03-31,1381
Mercedes,Model C,Diesel,224,64,48233,China,2020-03-31,1459
Nissan,Model D,Electric,402,128,108074,Japan,2020-03-31,1189
Audi,Model D,Petrol,93,64,29913,Canada,2020-03-31,1177
Toyota,Model A,Petrol,266,60,92023,China,2020-03-31,1508
Audi,Model B,Petrol,430,235,40627,Brazil,2020-03-31,1379
Toyota,Model D,Petrol,431,115,65865,Brazil,2020-03-31,1339
Audi,Model C,Petrol,429,134,82836,Spain,2020-03-31,923
Ford,Model B,Electric,348,118,69869,France,2020-03-31,847
Audi,Model D,Petrol,489,83,71782,UK,2020-03-31,779
Audi,Model E,Electric,430,213,94386,UK,2020-03-31,1106
Toyota,Model D,Diesel,324,242,57435,USA,2020-03-31,141
Nissan,Model C,Petrol,264,64,63883,Italy,2020-03-31,1378
Kia,Model B,Diesel,212,221,68199,Canada,2020-03-31,8
Honda,Model E,Hybrid,107,143,97355,Canada,2020-03-31,443
Honda,Model E,Diesel,352,52,25152,France,2020-03-31,624
Mercedes,Model C,Diesel,461,149,65372,Japan,2020-03-31,523
Volkswagen,Model E,Diesel,138,201,81363,Brazil,2020-03-31,590
Honda,Model C,Hybrid,471,94,72589,Spain,2020-03-31,330
Toyota,Model D,Diesel,425,171,88311,USA,2020-03-31,847
Honda,Model C,Electric,191,76,65297,Germany,2020-03-31,1302
Mercedes,Model C,Electric,130,172,114549,Italy,2020-03-31,612
Volkswagen,Model D,Diesel,312,86,111391,Germany,2020-03-31,1511
Hyundai,Model A,Hybrid,353,178,36477,Italy,2020-03-31,776
Mercedes,Model E,Hybrid,211,114,101792,Brazil,2020-03-31,1630
Toyota,Model C,Electric,323,222,40721,France,2020-03-31,1181
Hyundai,Model D,Petrol,112,174,79904,Brazil,2020-03-31,938
Audi,Model C,Electric,115,176,101492,USA,2020-03-31,1974
Hyundai,Model C,Hybrid,168,131,54646,Germany,2020-03-31,1478
Honda,Model A,Petrol,366,75,52198,USA,2020-03-31,351
Mercedes,Model E,Electric,201,77,42555,China,2020-03-31,769
Kia,Model D,Hybrid,391,227,38523,China,2020-03-31,762
Hyundai,Model B,Diesel,425,205,71766,Japan,2020-03-31,1141
Audi,Model D,Diesel,101,163,24457,Brazil,2020-03-31,196
Audi,Model D,Petrol,174,129,109331,Germany,2020-03-31,1472
Toyota,Model C,Petrol,285,151,40275,Japan,2020-03-31,1635
Toyota,Model E,Diesel,352,68,24766,Canada,2020-03-31,1423
Hyundai,Model A,Diesel,474,142,73956,Germany,2020-03-31,1560
Ford,Model C,Diesel,304,223,96710,Spain,2020-03-31,933
Audi,Model C,Electric,450,218,29346,USA,2020-03-31,855
Mercedes,Model E,Hybrid,495,154,92591,Germany,2020-03-31,1470
Ford,Model C,Petrol,131,80,95746,Canada,2020-03-31,85
Audi,Model A,Electric,196,131,44983,France,2020-03-31,1873
Ford,Model D,Petrol,316,169,56173,Japan,2020-03-31,1857
Kia,Model A,Electric,182,59,52477,UK,2020-03-31,463
Hyundai,Model A,Petrol,455,248,95897,USA,2020-03-31,1955
Nissan,Model D,Hybrid,297,207,50439,UK,2020-03-31,340
Mercedes,Model B,Electric,158,127,69871,UK,2020-03-31,399
Toyota,Model B,Diesel,146,52,97553,Italy,2020-03-31,1328
Volkswagen,Model B,Petrol,285,150,49784,Brazil,2020-03-31,609
Kia,Model C,Petrol,205,126,112440,Japan,2020-03-31,1107
Honda,Model E,Electric,492,74,37005,Spain,2020-03-31,681
Audi,Model C,Diesel,239,113,117814,USA,2020-03-31,1492
Toyota,Model C,Petrol,388,199,76349,France,2020-03-31,1483
Audi,Model A,Petrol,414,249,92949,Italy,2020-03-31,615
BMW,Model B,Hybrid,121,243,32716,Canada,2020-03-31,1520
Mercedes,Model A,Petrol,180,184,25349,USA,2020-03-31,1084
Volkswagen,Model C,Electric,366,100,43827,Canada,2020-03-31,1439
Hyundai,Model C,Electric,394,140,105088,UK,2020-03-31,1412
Audi,Model D,Petrol,107,229,29673,Italy,2020-03-31,293
Toyota,Model A,Diesel,251,215,98580,UK,2020-03-31,282
Nissan,Model A,Hybrid,133,83,101743,UK,2020-03-31,1098
Audi,Model C,Electric,208,217,50030,UK,2020-03-31,168
Audi,Model A,Petrol,179,76,43642,Brazil,2020-03-31,1520
Nissan,Model E,Electric,461,88,48983,China,2020-03-31,910
Volkswagen,Model B,Electric,299,166,25376,Germany,2020-03-31,698
Mercedes,Model C,Electric,151,183,79031,UK,2020-03-31,1760
Audi,Model E,Electric,207,182,80357,Germany,2020-03-31,1868
Audi,Model E,Hybrid,469,95,91761,Italy,2020-03-31,1331
Hyundai,Model D,Electric,448,204,100485,Canada,2020-03-31,889
Nissan,Model B,Electric,193,104,65340,Germany,2020-03-31,551
Mercedes,Model E,Electric,397,182,110582,Italy,2020-03-31,663
Mercedes,Model E,Electric,173,241,39443,Brazil,2020-03-31,307
BMW,Model D,Electric,285,112,116888,France,2020-03-31,752
Volkswagen,Model D,Electric,213,74,35398,Italy,2020-03-31,765
BMW,Model E,Electric,478,117,58765,Spain,2020-03-31,1698
Kia,Model B,Petrol,272,145,102217,France,2020-03-31,550
Honda,Model C,Hybrid,406,164,101739,USA,2020-03-31,405
Volkswagen,Model A,Diesel,77,218,21983,China,2020-03-31,1065
Kia,Model A,Diesel,343,149,48408,Japan,2020-03-31,1937
Honda,Model E,Petrol,119,84,44227,USA,2020-03-31,1730
Toyota,Model C,Electric,229,54,71795,Canada,2020-03-31,1637
Volkswagen,Model D,Hybrid,419,218,61332,Canada,2020-03-31,1519
Nissan,Model A,Electric,133,66,44984,UK,2020-03-31,1374
Kia,Model E,Hybrid,117,180,112792,USA,2020-03-31,870
Audi,Model B,Electric,389,51,94691,Canada,2020-03-31,250
BMW,Model C,Petrol,161,175,41303,Japan,2020-03-31,548
Honda,Model D,Diesel,277,171,18489,China,2020-03-31,1979
Kia,Model A,Diesel,472,179,102110,Japan,2020-03-31,212
Ford,Model C,Petrol,244,72,79934,Japan,2020-03-31,685
Volkswagen,Model C,Electric,478,54,61828,Japan,2020-03-31,1411
BMW,Model B,Electric,373,66,83334,Brazil,2020-03-31,753
Mercedes,Model C,Hybrid,404,111,17795,Canada,2020-03-31,1886
BMW,Model B,Diesel,78,214,72333,Japan,2020-03-31,1615
Kia,Model A,Petrol,281,216,50536,USA,2020-03-31,1677
Nissan,Model E,Hybrid,128,84,45290,Spain,2020-03-31,377
Toyota,Model B,Petrol,201,90,80552,Italy,2020-03-31,1797
Honda,Model E,Electric,334,130,112407,UK,2020-03-31,438
BMW,Model E,Petrol,476,199,88425,Italy,2020-03-31,1287
Toyota,Model C,Hybrid,159,100,49361,Japan,2020-03-31,151
Audi,Model D,Petrol,434,52,67102,Japan,2020-03-31,975
Mercedes,Model B,Petrol,329,188,31033,China,2020-03-31,1686
Hyundai,Model B,Diesel,495,153,101194,Japan,2020-03-31,1701
Audi,Model D,Diesel,124,161,39176,China,2020-03-31,1039
Ford,Model B,Hybrid,110,88,26523,UK,2020-03-31,162
Mercedes,Model E,Hybrid,330,99,81345,Italy,2020-03-31,631
Ford,Model D,Diesel,296,183,68488,UK,2020-03-31,1618
Nissan,Model A,Electric,334,59,114914,USA,2020-03-31,944
Honda,Model D,Petrol,88,78,96758,UK,2020-03-31,1425
Audi,Model A,Electric,344,158,111569,Canada,2020-03-31,654
Nissan,Model E,Electric,267,91,115323,UK,2020-03-31,1195
Volkswagen,Model C,Petrol,77,56,46561,Italy,2020-03-31,554
Hyundai,Model E,Diesel,238,98,87742,USA,2020-03-31,1609
Mercedes,Model D,Diesel,474,178,117960,Italy,2020-03-31,840
Honda,Model D,Hybrid,427,118,59490,USA,2020-03-31,769
Honda,Model C,Hybrid,193,62,32403,China,2020-03-31,1714
BMW,Model B,Petrol,187,201,100761,China,2020-03-31,1248
Volkswagen,Model B,Hybrid,357,174,21655,USA,2020-03-31,1291
Honda,Model C,Diesel,313,138,48228,France,2020-03-31,1667
Kia,Model B,Petrol,233,216,113589,France,2020-03-31,1827
Volkswagen,Model D,Electric,103,163,36148,Germany,2020-03-31,1021
Hyundai,Model A,Petrol,75,198,82148,France,2020-03-31,1791
Hyundai,Model B,Hybrid,80,57,111123,Japan,2020-03-31,1082
Ford,Model B,Petrol,248,226,76020,Canada,2020-03-31,1185
Hyundai,Model B,Hybrid,76,102,37894,Brazil,2020-03-31,1035
Kia,Model A,Hybrid,378,126,96828,Italy,2020-03-31,1766
Mercedes,Model C,Electric,154,205,98944,France,2020-03-31,1971
Toyota,Model E,Electric,310,178,114024,Italy,2020-03-31,1725
Toyota,Model E,Petrol,252,173,118221,USA,2020-03-31,1259
BMW,Model C,Electric,165,167,92284,UK,2020-03-31,1858
Honda,Model B,Electric,421,121,84112,Spain,2020-03-31,1214
Hyundai,Model C,Petrol,239,170,101036,USA,2020-03-31,1967
Ford,Model A,Diesel,91,215,33243,Germany,2020-03-31,846
BMW,Model E,Hybrid,266,160,118783,USA,2020-03-31,1848
Nissan,Model C,Electric,196,196,108044,UK,2020-03-31,64
Honda,Model E,Electric,113,184,24119,USA,2020-03-31,1333
Kia,Model E,Diesel,302,70,68802,USA,2020-03-31,744
Toyota,Model C,Hybrid,485,113,90669,France,2020-03-31,1055
Ford,Model B,Petrol,314,189,105633,Canada,2020-03-31,1227
BMW,Model A,Diesel,99,213,114173,China,2020-03-31,1344
Audi,Model E,Hybrid,307,138,17533,Spain,2020-03-31,1881
Toyota,Model E,Diesel,173,114,115828,France,2020-03-31,1959
Kia,Model D,Diesel,326,241,104725,Canada,2020-03-31,1575
Honda,Model B,Petrol,100,56,111132,Italy,2020-03-31,1617
Mercedes,Model A,Electric,174,55,82947,Brazil,2020-03-31,1546
Audi,Model E,Electric,309,127,80687,USA,2020-03-31,976
Kia,Model B,Hybrid,159,155,21670,Canada,2020-03-31,367
Ford,Model A,Petrol,248,203,91717,Japan,2020-03-31,1247
Nissan,Model B,Petrol,76,221,46061,Spain,2020-03-31,8
Mercedes,Model A,Hybrid,300,147,17430,Canada,2020-03-31,1169
Kia,Model D,Electric,251,210,37378,Germany,2020-03-31,1705
BMW,Model D,Diesel,317,170,33870,China,2020-03-31,1993
Nissan,Model D,Diesel,240,155,104365,Japan,2020-03-31,1075
Kia,Model A,Electric,149,167,108798,Germany,2020-03-31,261
Mercedes,Model C,Diesel,112,178,25446,France,2020-03-31,1261
Ford,Model D,Diesel,303,213,26955,Canada,2020-03-31,1644
Toyota,Model A,Diesel,378,196,57530,Brazil,2020-03-31,1399
Mercedes,Model C,Electric,458,153,33431,USA,2020-03-31,1599
Mercedes,Model E,Diesel,454,235,34973,Italy,2020-03-31,100
BMW,Model D,Hybrid,294,130,55747,Brazil,2020-03-31,965
Volkswagen,Model E,Petrol,413,217,53280,Spain,2020-03-31,1804
Volkswagen,Model C,Diesel,83,216,69160,Japan,2020-03-31,123
Kia,Model A,Electric,284,249,108492,UK,2020-03-31,366
Ford,Model C,Hybrid,210,214,48580,Japan,2020-03-31,240
Volkswagen,Model B,Diesel,218,118,29253,UK,2020-03-31,786
Nissan,Model D,Electric,423,221,105218,Brazil,2020-03-31,1439
Ford,Model C,Petrol,110,77,75644,China,2020-03-31,1649
BMW,Model E,Petrol,233,154,91425,China,2020-03-31,1901
Audi,Model C,Diesel,113,155,87484,USA,2020-03-31,1594
Nissan,Model C,Electric,124,119,111415,Italy,2020-03-31,1791
Volkswagen,Model D,Diesel,163,192,67858,China,2020-03-31,1895
Honda,Model B,Electric,172,245,15006,Brazil,2020-03-31,1984
Honda,Model A,Diesel,452,104,70761,Italy,2020-03-31,1414
Honda,Model B,Hybrid,196,141,80400,UK,2020-03-31,1971
Mercedes,Model D,Petrol,455,201,44796,Germany,2020-03-31,1192
Audi,Model B,Diesel,318,60,97431,UK,2020-03-31,700
Ford,Model C,Electric,232,200,54750,USA,2020-03-31,1097
Ford,Model A,Petrol,353,172,41467,USA,2020-03-31,801
Honda,Model C,Hybrid,285,114,104279,Germany,2020-03-31,1044
Audi,Model A,Diesel,339,130,82070,Italy,2020-03-31,1922
Toyota,Model A,Electric,495,179,97694,Canada,2020-03-31,1478
Nissan,Model B,Hybrid,225,101,81646,Italy,2020-03-31,1657
Volkswagen,Model D,Diesel,468,245,113624,Brazil,2020-03-31,302
BMW,Model E,Hybrid,224,157,51068,Japan,2020-03-31,643
Honda,Model B,Hybrid,178,129,58266,Brazil,2020-03-31,446
Audi,Model E,Electric,141,75,114174,Spain,2020-03-31,777
Mercedes,Model D,Electric,423,53,19172,Italy,2020-03-31,537
Ford,Model C,Hybrid,404,119,18658,Japan,2020-03-31,1456
Ford,Model D,Diesel,256,109,73648,Italy,2020-03-31,1600
Mercedes,Model D,Electric,255,147,62188,USA,2020-03-31,683
BMW,Model B,Diesel,359,221,101586,USA,2020-03-31,1805
Mercedes,Model D,Petrol,261,160,97967,Japan,2020-03-31,1206
Honda,Model D,Petrol,122,130,93179,China,2020-03-31,1199
Toyota,Model B,Hybrid,87,68,107406,China,2020-03-31,926
Mercedes,Model C,Petrol,301,186,116308,Canada,2020-03-31,1981
Toyota,Model E,Electric,489,162,56476,Spain,2020-03-31,1711
Ford,Model B,Hybrid,128,98,112497,Canada,2020-03-31,540
Kia,Model D,Diesel,312,163,85962,Italy,2020-03-31,883
Kia,Model B,Diesel,453,128,74124,Germany,2020-03-31,934
Nissan,Model E,Diesel,183,182,115688,Italy,2020-03-31,1362
Toyota,Model A,Electric,476,202,97467,UK,2020-03-31,1163
BMW,Model E,Petrol,426,195,16522,France,2020-03-31,1182
Audi,Model C,Petrol,263,229,52947,France,2020-03-31,1491
Hyundai,Model D,Diesel,274,169,46465,UK,2020-03-31,105
Mercedes,Model E,Diesel,298,224,50485,Germany,2020-03-31,1358
Hyundai,Model B,Petrol,213,158,103893,France,2020-03-31,210
Volkswagen,Model A,Electric,470,105,31157,Spain,2020-03-31,1830
Kia,Model A,Hybrid,78,204,53912,China,2020-03-31,1154
Volkswagen,Model E,Petrol,303,115,54391,China,2020-03-31,173
Audi,Model A,Petrol,96,142,81209,Germany,2020-03-31,740
BMW,Model C,Hybrid,392,219,48189,UK,2020-03-31,1557
Toyota,Model E,Diesel,240,134,40569,Italy,2020-03-31,385
Mercedes,Model E,Petrol,403,134,26605,USA,2020-03-31,810
Volkswagen,Model D,Diesel,107,83,111109,Italy,2020-03-31,956
Volkswagen,Model B,Electric,119,84,85225,China,2020-03-31,246
Volkswagen,Model D,Electric,96,87,36143,USA,2020-03-31,160
BMW,Model B,Diesel,73,150,91303,France,2020-03-31,762
Mercedes,Model B,Petrol,483,55,62719,Italy,2020-03-31,773
BMW,Model D,Hybrid,205,53,101763,Japan,2020-03-31,1057
Nissan,Model B,Electric,137,101,53813,Canada,2020-03-31,297
Ford,Model C,Hybrid,195,50,61642,UK,2020-03-31,1071
